Station Name,Street Address,City,State,ZIP,Station Phone,Latitude,Longitude,ID,EV Pricing Detail,EV Price
New York City Transit Authority - Surface Transit Headquarters,25 Jamaica Ave,Brooklyn,NY,11207,866-816-7584,40.678067,-73.8997292,123088,,
Momentive,260 Hudson River Rd,Waterford,NY,12188,866-816-7584,42.8178075999999,-73.6665266,123090,,
Malone Town - Justice Court,27 Airport Rd,Malone,NY,12953,866-816-7584,44.8484903432303,-74.3276753674591,123091,,
Jones Beach State Park,275 Bay Pkwy,Wantaugh,NY,11793,866-816-7584,40.596789561511,-73.4960486233459,123092,,
City of Rochester - Public Market,280 N Union St,Rochester,NY,14609,866-816-7584,43.16605,-77.591385,123093,,
Centereach Park,284 Hawkins Rd,Centereach,NY,11720,866-816-7584,40.881709,-73.076176,123094,,
Jamestown Park and Ride,2870 N Main St Extension,Jamestown,NY,14701,866-816-7584,42.122334,-79.240661,123095,,
Town of Pine Plains,2971 Church St,Pine Plains,NY,12567,866-816-7584,41.9798228,-73.6560583999999,123096,Free,Free
Saranac Lake Police Department,3 Main St,Saranac Lake,NY,12983,866-816-7584,44.3242414,-74.1319456,123097,,
Bear Mountain Inn and Overlook Lodge,3020 Seven Lakes Dr,Bear Mountain,NY,10911,866-816-7584,41.3130514,-73.9898898,123098,,
Moriches Community Center,313 Frowein Rd,Center Moriches,NY,11934,866-816-7584,40.805016,-72.807488,123099,,
Town of Geneva,32 White Springs Rd,Geneva,NY,14456,866-816-7584,42.856272,-77.00023,123100,,
Company,335 Madison Ave,New York,NY,10017,,40.7537571,-73.9783437999999,123101,,
Jerome-Gun Hill Road - Municipal Parking Garage,3510 Jerome Ave,New York,NY,10467,866-816-7584,40.882958,-73.880725,123102,,
Charlotte Branch Library,3557 Lake Ave,Rochester,NY,14612,866-816-7584,43.235635,-77.624667,123103,,
West Jefferson Street,358 W Jefferson St,Syracuse,NY,13202,866-816-7584,43.0473835,-76.1581463999999,123104,,
Yeshiva University,385 Audubon Ave,New York,NY,10033,866-816-7584,40.8506642,-73.9306379,123105,,
Edge,3954 NY-12,Lyons Falls,NY,13368,866-816-7584,43.6210096999999,-75.3728714,123107,,
Bread Alone Bakery,3962 Route 28,Boiceville,NY,12412,866-816-7584,41.9972466,-74.2637521,123108,,
Town of DeKalb,4343 US Highway 11,DeKalb Junction,NY,13630,866-816-7584,44.505435,-75.2738473,123109,,
Delaware & Ulster Railroad,43510 Highway 28,Arkville,NY,12406,866-816-7584,42.1474371,-74.6149171,123110,,
Long Island Home Heating,45 Commerce Dr,Hauppauge,NY,11788,866-816-7584,40.8100667,-73.2671393,123111,,
Albany Parking Authority - Green Hudson Garage,45 Hudson Ave,Albany,NY,12207,518-434-8886,42.6480025,-73.7522905,123113,,
The Wild Center,451 Museum Dr,Tupper Lake,NY,12986,866-816-7584,44.2203185,-74.4399163,123114,,
Grand Ave Bus Depot & Central Maintenance Facility,4805 Grand Ave,Maspeth,NY,11378,866-816-7584,40.7174257,-73.9202355,123115,,
Selux Corp,5 Lumen Ln,Highland,NY,12528,866-816-7584,41.739522,-73.9603623,123116,,
Walkway Over the Hudson,61 Parker Ave,Poughkeepsie,NY,12601,866-816-7584,41.711943,-73.926052,123117,,
Pawling - Chamber of Commerce,55 Charles Colman Blvd,Pawling,NY,12564,866-816-7584,41.5635129,-73.6010151,123119,,
Quad Graphics,56 Duplainville Rd,Saratoga Springs,NY,12866,866-816-7584,43.061533,-73.8296968,123120,,
Hopson Cottage - Brad College Admissions,60 W Ravine Rd,Annandale-on-Hudson,NY,12504,866-816-7584,42.0220708,-73.9109959,123122,,
Robert Moses Park Office,600 Robert Moses State Pkwy,Babylon,NY,11702,866-816-7584,40.6233397722037,-73.2776290932067,123123,,
Belmont Lake State Park,625 Belmont Ave,West Babylon,NY,11704,866-816-7584,40.7341334,-73.3445486,123124,,
Bartell Machinery Systems LLC,6321 Elmer Hill Rd,Rome,NY,13440,,43.285305,-75.4688824,123125,,
Heritage Park - Heritage Trust,633 Mount Sinai-Coram Rd,Mt. Sinai,NY,11766,866-816-7584,40.935053,-73.011471,123126,,
Queens College - Kiely Hall,65-30 Kissena Blvd,Queens,NY,11367,866-816-7584,40.7358738,-73.8158194,123127,,
New York and Atlantic Railway Fresh Pond Yard,68-01 Otto Rd,Glendale,NY,11385,866-816-7584,40.7062312,-73.8864871,123128,,
Jordan Village Clerk,7 Mechanic St,Jordan,NY,13080,866-816-7584,43.0656545,-76.4722594999999,123129,,
Lima - Town Court,7329 E Main St,Lima,NY,14485,866-816-7584,42.9055199,-77.6106064,123130,,
Avon Village Office,102 Genesee St,Avon,NY,14414,866-816-7584,42.91058,-77.746443,123132,,
Green Lakes State Park,7900 Green Lakes Rd,Fayetteville,NY,13066,866-816-7584,43.0582439,-75.9714286999999,123133,,
Queens Borough Hall - Municipal Parking Lot,80-25 126th St,Queens,NY,11415,866-816-7584,40.714376,-73.826095,123134,,
Allan H. Treman State Marine Park,805 Taughannock Blvd,Ithaca,NY,14850,866-816-7584,42.4582615,-76.5200919,123135,,
John Boyd Thacher State Park,830 Thacher Park Rd,Voorheesville,NY,12186,866-816-7584,42.6541947,-74.0178139,123136,,
Cayuga Heights Village Court,836 Hanshaw Rd,Ithaca,NY,14850,866-816-7584,42.4694719592833,-76.4788705030411,123137,,
Tivoli Village Office,86 Broadway,Tivoli,NY,12583,866-816-7584,42.0589216,-73.9114922999999,123138,,
Emerson Street - Parking Lot,880 Emerson St,Rochester,NY,14613,866-816-7584,43.1744149,-77.6538094,123139,,
Mills Norrie State Park,9 Old Post Rd,Staatsburg,NY,12580,866-816-7584,41.8426034,-73.9309541,123140,,
New York State Parks - Saratoga Region,99 E West Rd,Saratoga Springs,NY,12866,866-816-7584,43.046328,-73.806865,123141,,
Bethpage Associates,99 Quaker Meeting House Rd,Farmingdale,NY,11735,866-816-7584,40.7413551371829,-73.4559301530258,123142,,
Chappaqua Train Station,Allan Pl,Chappaqua,NY,10514,866-816-7584,41.159024,-73.773454,123143,,
Tupper Lake Playground,Martin St,Tupper Lake,NY,12986,866-816-7584,44.224994,-74.465687,123144,,
Nassau Community College,1 Education Dr,Garden City,NY,11530,866-816-7584,40.7307936,-73.5912867,123145,,
The Gunlocke Co,1 Gunloccke Dr,Wayland,NY,14572,866-816-7584,42.5553841,-77.5891292,123146,,
Gallin Beeler Design Studio,23 Washington Ave,Pleasantville,NY,10570,866-816-7584,41.135753,-73.7914967,123192,,
Robert Moses State Park,1 Burma Rd,Bay Shore,NY,11706,866-816-7584,40.628685,-73.2329534,123258,,
One Seneca Tower,1 HSBC Center,Buffalo,NY,14202,866-816-7584,42.8799392,-78.8762193,123259,,
Letchworth State Park,1 Letchworth State Park,Castile,NY,14427,866-816-7584,42.590383,-78.026753,123260,,
Lake Riley Lodge,100 Norris Dr,Rochester,NY,14610,866-816-7584,43.1414100999999,-77.5749321999999,123261,,
Westchester Medical Center,100 Woods Rd,Valhalla,NY,10595,866-816-7584,41.086676,-73.8060649,123262,,
Molloy College,1000 Hempstead Ave,Rockville Centre,NY,11571,866-816-7584,40.6861460999999,-73.6249835,123263,,
Jones Beach Theater,1000 Ocean Pkwy,Wantaugh,NY,11793,866-816-7584,40.6011406,-73.502518,123264,,
Metro North Train Station - North White Plains,50 Haarlem Ave,White Plains,NY,10603,866-816-7584,41.0534449,-73.7724041,123265,,
University at Albany - Building 25 Parking Lot,1400 Washington Ave,Albany,NY,12222,,42.688926,-73.828718,123301,Free,Free
University at Albany - SEFCU Arena Parking Lot,1400 Washington Ave,Albany,NY,12222,,42.682053,-73.828373,123302,Free,Free
University at Albany - Indigenous Quad Parking Area,1400 Washington Ave,Albany,NY,12222,,42.683683,-73.821903,123303,Free,Free
Verizon - Albany,1161 Washington Ave,Albany,NY,12206,,42.68188,-73.803069,123310,,
Verizon - Bronx,2885 Jerome Ave,Bronx,NY,10468,,40.872524,-73.890564,123328,,
Verizon - Syracuse,4725 S Salina St,Syracuse,NY,13205,,43.001303,-76.142027,123335,,
Verizon - Manhattan,615 W 47th St,Manhattan,NY,10036,,40.764495,-73.996651,123345,,
Verizon - Syracuse,6360 Thompson Rd,Syracuse,NY,13206,,43.078242,-76.088462,123346,,
Verizon - Garden City,741 Zeckendorf Blvd,Garden City,NY,11530,,40.7411,-73.604842,123355,,
ULSTER COUNTY SUNY ULSTER,491 Cottekill Rd,Stone Ridge,NY,12484,888-758-4389,41.851332,-74.130956,123389,,
NYS ORDA GORE MOUNTAIN,793 Peaceful Valley Rd,North Creek,NY,12853,888-758-4389,43.671232,-74.007635,123391,,
SUNY NEW PALTZ STATION 2,Service building,New Paltz,NY,12561,888-758-4389,41.736732,-74.084307,123392,,
INNATHOUGHTONCR HOUGHTON CREEK,9722 Co Rd 35,Houghton,NY,14744,888-758-4389,42.423464,-78.158123,123393,,
TRICITYRENTALS PARK SOUTH,17 New Scotland Av,Albany,NY,12208,888-758-4389,42.654458,-73.773464,123416,,
TRICITYRENTALS 33 NEW SCOTLAND,33 New Scotland Ave,Albany,NY,12208,888-758-4389,42.653761,-73.774222,123417,,
LPCL STATION1,30 Lake Placid Club Way,Lake Placid,NY,12946,888-758-4389,44.283206,-73.979572,123468,,
CASE CENTER LOT PALAMOUNTAIN,Perimeter Rd,Saratoga Springs,NY,12866,888-758-4389,43.098201,-73.783743,123549,,
CASE CENTER LOT MUSIC HALL,815 N Broadway,Saratoga Springs,NY,12866,888-758-4389,43.095194,-73.782384,123550,,
CASE CENTER LOT SUSSMAN HALL,Lower Scribner Village Rd,Saratoga Springs,NY,12866,888-758-4389,43.098653,-73.78922,123552,,
BURNS MGT SKIDMORE APTS,86 Circular Street,Saratoga Springs,NY,12866,888-758-4389,43.078698,-73.781219,123595,,
National Grid - Syracuse Office Center,300 Erie Blvd W,Syracuse,NY,13202,315-474-1511,43.051581,-76.157208,123603,,
New York State Department of Environmental Conservation,625 Broadway,Albany,NY,12207,,42.652507,-73.749037,123605,$0.15 per kWh,Cost
GSH NY DOCTORS PARKING,255 Lafayette Ave,Suffern,NY,10901,888-758-4389,41.11209,-74.13656,123665,,
The Veneto,250 East 53rd Street,New York,NY,10022,888-998-2546,40.756766,-73.967481,124140,Level 2: $0.59 per kWh,Cost
Coliseum Park Apts - Central Parking,345 W 58th Street,New York,NY,10019,888-998-2546,40.768432,-73.984033,124141,Level 2: $0.59 per kWh,Cost
Astor Place,445 Lafayette St,New York,NY,10003,888-998-2546,40.7297,-73.991565,124144,Level 2: $0.59 per kWh,Cost
Central Parking - 58 West 58th St,58 West 58th Street,New York,NY,10019,888-998-2546,40.764655,-73.9761,124146,Level 2: $0.59 per kWh,Cost
Superior Ink,400 W 12th St,New York,NY,10014,888-998-2546,40.737537,-74.00983,124147,Level 2: $0.59 per kWh,Cost
The Westport,500 W 56th St,New York,NY,10019,888-998-2546,40.768211,-73.989479,124690,Level 2: $0.59 per kWh,Cost
Glen Avenue Suites,6 Glen Ave,Cooperstown,NY,13326,607-547-5054,42.69854,-74.93117,131661,Free,Free
Corning Museum of Glass - Welcome Center,1 Museum Way,Corning,NY,14830,607-438-5298,42.152965,-77.054137,135491,$0.25 per kWh,Cost
Essex County - Public Safety Building,702 Stowersville Rd,Lewis,NY,12950,518-873-3900,44.281549,-73.536445,142582,Free,Free
Essex County - Courthouse,7553 Court St,Elizabethtown,NY,12932,518-873-3320,44.214426,-73.594677,142583,Free,Free
HUDSON PRESERVE BLDG 2 #6,213 Beryl Way,Watervliet,NY,12189,888-758-4389,42.732735,-73.72521,143165,,
HUDSON PRESERVE BLDG 7 #7,12 Beryl Way,Watervliet,NY,12189,888-758-4389,42.732693,-73.72359,143172,,
TATABROOKFIELD #3,11 E Loop Rd,New York,NY,10044,888-758-4389,40.755093,-73.955605,143191,,
HUDSON PRESERVE BLDG 22 #3,12 Brooke Cir,Watervliet,NY,12189,888-758-4389,42.733753,-73.72753,143196,,
2600 6TH AVE CHARGEPOINT 3,2600 6th Ave,Troy,NY,12180,888-758-4389,42.74196,-73.682154,143201,,
RXR REALTY OMNI,333 Earle Ovington Blvd,Uniondale,NY,11553,888-758-4389,40.725338,-73.593701,143209,,
COLACINO INUSTR COLACINO 1,126 Harrison St,Newark,NY,14513,888-758-4389,43.0491,-77.094025,143218,,
HUDSON PRESERVE BLDG 6 #8,913 Beryl Way,Watervliet,NY,12189,888-758-4389,42.731922,-73.724144,143224,,
HUDSON PRESERVE BLDG 11 #9,8 Beryl Way,Watervliet,NY,12189,888-758-4389,42.73143,-73.72433,143229,,
HUDSON PRESERVE BLDG 21 #4,2101 Beryl Way,Watervliet,NY,12189,888-758-4389,42.733166,-73.727295,143241,,
HUDSON PRESERVE BLDG 17 #11,1701 Beryl Way,Watervliet,NY,12189,888-758-4389,42.731262,-73.72642,143243,,
HUDSON PRESERVE BLDG 19 #12,1901 Beryl Way,Watervliet,NY,12189,888-758-4389,42.73253,-73.72693,143244,,
HUDSON PRESERVE BLDG 19 #13,1601 Beryl Way,Watervliet,NY,12189,888-758-4389,42.732864,-73.72669,143251,,
HUDSON PRESERVE BLDG 25 #1,2507 Brooke Cir,Watervliet,NY,12189,888-758-4389,42.73454,-73.72825,143272,,
TOM TOWN CENTER,740 W Boston Post Rd,Mamaroneck,NY,10543,888-758-4389,40.943074,-73.741147,143287,,
LIVEWIRE DCFAST HOG OUT,2428 Sunrise Hwy,Bellmore,NY,11710,888-758-4389,40.665961,-73.536912,143298,,
MUNICIPAL BLDG TRAIN STATION 1,2 Veterans Plaza,Croton-on-Hudson,NY,10520,888-758-4389,41.19167,-73.88247,143300,,
EMPIRE H-D DCFAST HOG,8 Industrial Ln,New Rochelle,NY,10805,888-758-4389,40.898226,-73.792186,143319,,
WARREN TIRE WT HALFMOON 1,159 stone quarry rd,Halfmoon,NY,12065,888-758-4389,42.831394,-73.73806,143322,,
VOEASTROCHESTER EAST ROCH GW1,120 W Commercial St,East Rochester,NY,14445,888-758-4389,43.112972,-77.485756,143377,,
WARREN TIRE WT QUEENBSURY 1,14 Lafayette Street,Queensbury,NY,12804,888-758-4389,43.328762,-73.666275,143390,,
BA #1 7 AIRPORT PARK,7 Airport Park Blvd,Latham,NY,12110,888-758-4389,42.756546,-73.82011,143433,,
BA #1 11 BRITISH AMER,11 British American Blvd,Latham,NY,12110,888-758-4389,42.761303,-73.81754,143437,,
BA #1 29 BRITISH AMER,29 British American Blvd,Latham,NY,12110,888-758-4389,42.762638,-73.822044,143440,,
BA #1 40BRITISH AMER,40 British American Blvd,Latham,NY,12110,888-758-4389,42.768475,-73.82226,143441,,
VANKLEECKS TIRE VANLKEECKS TIRE,1987 Ulster Ave,Lake Katrine,NY,12449,888-758-4389,41.991154,-73.98686,143464,,
CT4020-HD-GW COURT LOT,7559 Court St,Elizabethtown,NY,12932,888-758-4389,44.215187,-73.59424,143486,,
HYATT POUGHKEPS HYATT POUGHKEPS,2165 South Rd,Poughkeepsie,NY,12601,888-758-4389,41.63666,-73.91962,143493,,
RRH RIEDMAN CTR NG6,1455 East Ridge Road,Rochester,NY,14621,888-758-4389,43.197277,-77.5784,143494,,
SUNFLOWER MARKET,75 Mill Hill Rd,Woodstock,NY,12498,888-758-4389,42.039112,-74.113426,143566,,
BURNS MGT THE SPRINGS#1,60 Weibel Ave,Saratoga Springs,NY,12866,888-758-4389,43.092505,-73.74329,143572,,
BURNS MGT THE SPRINGS #5,74 Weibel Ave,Saratoga Springs,NY,12866,888-758-4389,43.094795,-73.743675,143573,,
RPI 1 B-LOT,71 Albright Ct,Troy,NY,12180,888-758-4389,42.731358,-73.669075,143578,,
BURNS MGT WHITMORE #1,151 Jefferson St,Saratoga Springs,NY,12866,888-758-4389,43.066259,-73.780757,143586,,
ERLOWEST ERLOWEST #2,Erlowest,Lake George,NY,12845,888-758-4389,43.447598,-73.69586,143591,,
City of Plattsburgh - City Hall,41 City Hall Pl,Plattsburgh,NY,12901,518-563-7702,44.69926,-73.452022,143788,Free,Free
MetLife - Oriskany,5950 Airport Rd,Oriskany,NY,13424,,43.149345,-75.373784,143804,,
MetLife - Troy,500 Jordan Rd,Troy,NY,12180,,42.684623,-73.696411,143807,,
TOM PARKING DECK,175 myrtle blvd,Larchmont,NY,10538,888-758-4389,40.932917,-73.761363,143877,,
HUDSON PRESERVE BERYL WAY 5,136 Troy Schdy Rd,Watervliet,NY,12189,888-758-4389,42.73302,-73.72589,143920,,
CITYLIGHTS QUEENS LANDING,4-74 48th Ave,Long Island City,NY,11109,888-758-4389,40.745011,-73.957424,144109,,
HWS COLLEGES 288 PULTENEY 1,288 Pulteney St,Geneva,NY,14456,888-758-4389,42.859764,-76.985725,144137,,
HUDSON PRESERVE BLDG 12 #10,1002 Beryl Way,Watervliet,NY,12189,888-758-4389,42.73136,-73.72597,144375,,
ELECTRIC DOG DELMAR VET 1,910 Delaware Ave,Delmar,NY,12054,888-758-4389,42.6074,-73.872826,144998,,
RRH CLIFTON RIGHT 2,2 Coulter Rd,Clifton Springs,NY,14432,888-758-4389,42.959804,-77.135207,145086,,
RRH NEWARK EAST 4,1200 Driving Park Ave,Newark,NY,14513,888-758-4389,43.060396,-77.099861,145144,,
STATION TOR1 CRAWFORD PARK N,122 N Ridge St,Rye Brook,NY,10573,888-758-4389,41.015065,-73.686638,145318,,
TOM MEMORIAL PARK,4 Baldwin Ave,Larchmont,NY,10538,888-758-4389,40.935345,-73.760352,145333,,
CITY-PEEKSKILL JAMES ST GARAGE,1050 Park St,Peekskill,NY,10566,888-758-4389,41.29094,-73.918106,145338,,
RRH ST MARYS 2,89 Genesee St,Rochester,NY,14611,888-758-4389,43.149393,-77.636704,145392,,
RRH CARTER 2 FL NG3,1415 Portland Ave,Rochester,NY,14621,888-758-4389,43.191539,-77.588742,145395,,
ROCHESTER NY SISTER CITIES 1,28 Fitzhugh St N,Rochester,NY,14614,888-758-4389,43.156137,-77.614096,145450,,
SULLIVAN COUNTY SULLIVAN 2,14 Sturgis Rd,Monticello,NY,12701,888-758-4389,41.65952,-74.6908,145532,,
CT4021-COURTHSE FRANKLINCOCOURT,355 W Main St,Malone,NY,12953,888-758-4389,44.84974,-74.295105,145534,,
ROCHESTER NY SISTERS CITY 2,10 Fitzhugh St N,Rochester,NY,14614,888-758-4389,43.155933,-77.614075,145539,,
U.S.B.STATION#1 ULSTER SAVINGS,180 Schwenk Dr,Kingston,NY,12401,888-758-4389,41.93765,-74.025314,145543,,
HENRIETTA LIBRARY 1,625 Calkins Rd,Rochester,NY,14623,888-758-4389,43.067992,-77.617545,145651,,
GARDEN CHARGERS JOVIA #5,1000 Corporate Dr,Westbury,NY,11590,888-758-4389,40.740231,-73.601034,145671,,
IPT - SMITHTOWN SUNOCO MIDCNTRY,320 Middle Country Rd,Smithtown,NY,11787,888-758-4389,40.855212,-73.173585,145735,,
EPLLC LOCKHEED 6,136 Transistor Pkwy,Liverpool,NY,13088,888-758-4389,43.106487,-76.18796,145761,,
EPLLC LOCKHEED 5,318 Continuum Dr,Liverpool,NY,13088,888-758-4389,43.10719,-76.189545,145762,,
EPLLC LOCKHEED 4,143 Ocean Channel Way,Liverpool,NY,13088,888-758-4389,43.110138,-76.18719,145763,,
EPLLC LOCKHEED 2,497 Electronics Pkwy,Liverpool,NY,13088,888-758-4389,43.110046,-76.18823,145764,,
STATION TOR1 CRAWFORD PARK S,122 North Ridge St.,Rye Brook,NY,10573,888-758-4389,41.015297,-73.68572,146604,,
HONEST WEIGHT HONEST WEIGHT 2,100 Watervliet av,Albany,NY,12206,888-758-4389,42.67819,-73.78163,146796,,
HONEST WEIGHT HONEST WEIGHT 1,81 Watervliet Ave,Albany,NY,12206,888-758-4389,42.678158,-73.78155,146797,,
Shops at Skyview center,"40-24 College Point Blvd, Suite B215",Flushing,NY,11354,833-632-2778,40.756191,-73.836298,146876,,
STRONG MUSEUM STRONG L1 #4,1 Manhattan Square Dr,Rochester,NY,14607,888-758-4389,43.151898,-77.600937,146983,,
CFL-1 LIBRARY RT 23B,9 NY-9H,Claverack-Red Mills,NY,12513,888-758-4389,42.22297,-73.73554,146985,,
Glenwood Management - Paramount Garage,221 E 38th St,New York,NY,10016,212-599-8610,40.74793,-73.974556,147009,$15 per session,Cost
YATES COUNTY YATES COUNTY 1,214 Main St,Penn Yan,NY,14527,888-758-4389,42.663948,-77.05697,147016,,
Ponquogue Beach Pavilion,280 Dune Rd,Hampton Bays,NY,11946,631-728-2530,40.83754,-72.495432,147061,$3.33 per hour,Cost
Amtrak - Niagara Falls,825 Depot Ave W,Niagara Falls,NY,14305,716-285-0242,43.110202,-79.05543,147094,Free,Free
Niagara Power Vista,5777 Lewiston Rd,Lewiston,NY,14092,,43.14072971033406,-79.03734779364015,147095,Free,Free
Niagara Power Vista,5777 Lewiston Rd,Lewiston,NY,14092,,43.14072971033406,-79.03734779364015,147096,,
Castellani Art Museum - Niagara University,5795 Lewiston Rd,Niagara University,NY,14109,716-286-8200,43.136934,-79.036462,147097,$1.50 per hour for first 3 hours; $5 per hour following,Cost
Queens Center Mall,90-15 Queens Blvd.,Elmhurst,NY,11373,833-632-2778,40.73487,-73.870375,147204,,
24 STATE STREET SPIEGEL CENTER,35 Lincoln Ave,Pittsford,NY,14534,888-758-4389,43.089355,-77.51962,147217,,
5TH AVE 5TH AVE GARAGE,461 Broadway,Troy,NY,12180,888-758-4389,42.730713,-73.68808,147339,,
35 SUTTON 1 35 SUTTON PL,35 Sutton Pl,New York,NY,10022,888-758-4389,40.758358,-73.9597,147425,,
FMCC FMCC 2,2805 NY-67,Johnstown,NY,12095,888-758-4389,42.982567,-74.29434,147461,,
PICOTTE 80 WOLF 2,80 Wolf Rd,Colonie,NY,12205,888-758-4389,42.715424,-73.81346,147462,,
PANYNJ JFK Y GARAGE 2,JFK Access Rd JFK International Airport,Queens,NY,11430,888-758-4389,40.64572,-73.779384,147469,,
PANYNJ JFK Y GARAGE 4,JFK Terminal 5 JFK International Airport,Queens,NY,11430,888-758-4389,40.645841,-73.779222,147470,,
45 RESEARCH WAY 45 RESEARCH #1,45 Research Way,Setauket- East Setauket,NY,11733,888-758-4389,40.904465,-73.08778,147496,,
ULSTER COUNTY POOL,214 Libertyville Rd,New Paltz,NY,12561,888-758-4389,41.723953,-74.1176,147504,,
WOC411HEMP 502 WAVERLY,502 Waverly Ave,Brooklyn,NY,11238,888-758-4389,40.682964,-73.96582,147509,,
ULSTER COUNTY COURTHOUSE 2,28-40 Crown St,Kingston,NY,12401,888-758-4389,41.932871,-74.020585,147634,,
Comstock Avenue Garage Unit 1 & 2,501 Comstock Avenue,Syracuse,NY,13244,800-663-5633,43.0410322,-76.1302328,147905,FREE,Cost
EP Building,1 Research Cir,Niskayuna,NY,12309,800-663-5633,42.82891140791,-73.874212641109,148042,FREE,Cost
CEB Bldg,1 ResearchCircle,Niskayuna,NY,12309,800-663-5633,42.828909868082,-73.874199762441,148043,FREE,Cost
Elm Ave,1 Research Circle,Niskayuna,NY,12309,800-663-5633,42.8255827,-73.8793366,148044,FREE,Cost
Lake Mohonk,1000 Mountain Rest Road,New Paltz,NY,12561,800-663-5633,41.769287550079,-74.157100212442,148083,FREE,Cost
BottleBuys,350 Glen Head Road,Glen Head,NY,11545,800-663-5633,40.8375748,-73.6143791,148164,$0.00-$2.00/Hr Variable Parking Fee,Cost
Bottle Bargains,1033 Fort Salonga Rd,Northport,NY,11768,800-663-5633,40.9081167,-73.3154628,148165,FREE,Cost
ICE RINK LIBRARY,9 Division St,Saugerties,NY,12477,888-758-4389,42.07773,-73.94865,149087,,
Brighton Memorial Library,2300 Elmwood Ave,Rochester,NY,14618,585-784-5300,43.127059,-77.575573,149107,Free,Free
TOWN SAND LAKE SAND LAKE,8428 Miller Hill Rd,Averill Park,NY,12018,888-758-4389,42.638393,-73.54167,149114,,
WHEATLAND-CHILI HIGH SCH #1,940 N Rd,Scottsville,NY,14546,888-758-4389,43.027301,-77.763043,149178,,
TOWN GERMANTOWN MUNICIPAL LOT,189 Main St,Germantown,NY,12526,888-758-4389,42.132595,-73.88265,149273,,
Mall at Bay Plaza - Tesla Supercharger,260 Baychester Avenue,Bronx,NY,10475,877-798-3752,40.863231,-73.828839,149299,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,Cost
Atlantic Center - Tesla Supercharger,625 Atlantic Avenue B12,Brooklyn,NY,11217,877-798-3752,40.683715,-73.974337,149300,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,Cost
The Shops at Atlas Park - Tesla Supercharger,8000 Cooper Avenue,Glendale,NY,11385,877-798-3752,40.707998,-73.866983,149312,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,Cost
South Meadow Marketplace - Tesla Supercharger,740 South Meadow Street,Ithaca,NY,14850,877-798-3752,42.428603,-76.509111,149318,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,Cost
Arcadian Shopping Center - Tesla Supercharger,240 South Highland Avenue,Ossining,NY,10562,877-798-3752,41.144026,-73.861257,149341,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,Cost
Palisades Shopping Center - Tesla Supercharger,1000 Palisades Center Drive,West Nyack,NY,10994,877-798-3752,41.094668,-73.955364,149365,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,Cost
Staples Plaza - Tesla Supercharger,3379 Crompond Road,Yorktown Heights,NY,10589,877-798-3752,41.290501,-73.832487,149366,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,Cost
FEHBOCES ADK ED CNTR 1,711 NY-3,Saranac Lake,NY,12983,888-758-4389,44.35082,-74.11515,149380,,
South Shore Nissan,200 Sunrise Hwy,Amityville,NY,11701,516-269-8338,40.6870902,-73.4148646,149477,,
Nissan of Bay Shore,1521 Sunrise Hwy,Bay Shore,NY,11706,631-230-5860,40.7356438,-73.2509486,149478,,
South Shore Nissan,200 Sunrise Hwy,Amityville,NY,11701,516-269-8338,40.6870902,-73.4148646,149491,,
Nissan of Bay Shore,1521 Sunrise Hwy,Bay Shore,NY,11706,631-230-5860,40.7356438,-73.2509486,149492,,
CITY HALL 12534 CITY HALL 3,542 Warren St,Hudson,NY,12534,888-758-4389,42.249016,-73.78465,149513,,
MOSEY MOSEY 1,5195 Main St,Williamsville,NY,14221,888-758-4389,42.959881,-78.758655,149544,,
BURNS MGT SCH COMM BLDG 5,1 Broom Shop Lane,Latham,NY,12110,888-758-4389,42.741806,-73.787998,149545,,
BURNS MGT SCH COMM BLDG 2,1 broom shop rd,Latham,NY,12110,888-758-4389,42.739933,-73.788345,149546,,
CITY OF BEACON STATION 1,13 South Ave,Beacon,NY,12508,888-758-4389,41.507568,-73.9776,149620,,
HARMONY MILLS 1 WEST 2 2.3,100 N Mohawk St,Cohoes,NY,12047,888-758-4389,42.778454,-73.70279,149625,,
HARMONY MILLS 1 WEST 2 2.4,50 N Mohawk St,Cohoes,NY,12047,888-758-4389,42.778393,-73.70271,149626,,
HARMONY MILLS 1 WEST 1 1.2,Mohawk St & Cohoes Mills,Cohoes,NY,12047,888-758-4389,42.78158,-73.705696,149627,,
HARMONY MILLS 1 RIVERVIEW 1.1,N Mohawk St & Vliet St,Cohoes,NY,12047,888-758-4389,42.78051,-73.704094,149628,,
BEAVER LAKE BEAVER LAKE 2,Bog Trail,Baldwinsville,NY,13027,888-758-4389,43.179698,-76.402596,149646,,
NEW HARTFORD GW-1 1.2,8635 Clinton St,New Hartford,NY,13413,888-758-4389,43.09282,-75.316514,149668,,
TONAWANDA YPR GOLF DOME 1,175 Brompton Rd,Tonawanda,NY,14150,888-758-4389,43.002586,-78.84064,149727,,
